-15025max;-19788mean;2890std;poly;Depth: 1, n_estimators: 1, lr: 0.010000
0000max;-0002mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.490000
0000max;-0002mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.490000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.500000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.500000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.510000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.510000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.520000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.520000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.530000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.530000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.540000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.540000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.550000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.550000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.560000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.560000
0000max;-0001mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.570000
0000max;-0001mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.570000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.580000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.580000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.590000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.590000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.600000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.600000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.610000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.610000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.620000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.620000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.630000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.630000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.640000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.640000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.650000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.650000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.660000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.660000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.670000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.670000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.680000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.680000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.690000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.690000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.700000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.700000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.710000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.710000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.720000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.720000
0000max;0000mean;0000std;poly;Depth: 3, n_estimators: 1, lr: 0.730000
0000max;0000mean;0000std;normal;Depth: 3, n_estimators: 1, lr: 0.730000
